[2, 1, 31, 1.3409264258960194, 0.24776123125]
[2, 1, 32, 1.3377091392585296, 0.24776123125]
[2, 1, 33, 1.339331061140459, 0.24776123125]
[2, 1, 34, 1.3365265731858413, 0.24776123125]
[2, 1, 35, 1.3398785120459207, 0.24776123125]
[2, 1, 36, 1.3367414313652308, 0.24776123125]
[2, 1, 37, 1.3346456563491369, 0.24776123125]
[2, 1, 38, 1.3334459532858671, 0.24776123125]
[2, 1, 39, 1.3366124088160269, 0.24776123125]
[2, 1, 40, 1.3341404885738672, 0.24776123125]
[2, 1, 41, 1.3397523017342106, 0.24776123125]
[2, 1, 42, 1.3319386406164779, 0.24776123125]
[2, 1, 43, 1.3378148495795879, 0.24776123125]
[2, 1, 44, 1.3364498108612732, 0.24776123125]
[2, 1, 45, 1.3400119642040207, 0.24776123125]
[2, 1, 46, 1.332429409691434, 0.24776123125]
[2, 1, 47, 1.3366402688399381, 0.24776123125]
[2, 1, 48, 1.3396561950600134, 0.24776123125]
[2, 1, 49, 1.3353797261042, 0.24776123125]
[2, 1, 50, 1.3287560443330411, 0.24776123125]
[3, 1, 1, 1.2640292621395699, 0.24702242509375]
[3, 1, 2, 1.2695764359487447, 0.24702242509375]
[3, 1, 3, 1.2694261184477882, 0.24702242509375]
[3, 1, 4, 1.2685725540211374, 0.24702242509375]
[3, 1, 5, 1.270245336158782, 0.24702242509375]
[3, 1, 6, 1.2690448001280021, 0.24702242509375]
[3, 1, 7, 1.2744586771440958, 0.24702242509375]
[3, 1, 8, 1.2708814587440893, 0.24702242509375]
[3, 1, 9, 1.2686380621142532, 0.24702242509375]
[3, 1, 10, 1.2673125542003723, 0.24702242509375]
[3, 1, 11, 1.2644619330553815, 0.24702242509375]
[3, 1, 12, 1.2670139934709095, 0.24702242509375]
[3, 1, 13, 1.2605188837918111, 0.24702242509375]
[3, 1, 14, 1.2704295652667759, 0.24702242509375]
[3, 1, 15, 1.2737597661785147, 0.24702242509375]
[3, 1, 16, 1.273693397049571, 0.24702242509375]
[3, 1, 17, 1.2705965414058797, 0.24702242509375]
[3, 1, 18, 1.2711265011508335, 0.24702242509375]
[3, 1, 19, 1.2687706305364572, 0.24702242509375]
[3, 1, 20, 1.2727997374647138, 0.24702242509375]
[3, 1, 21, 1.2740516176977732, 0.24702242509375]
[3, 1, 22, 1.2707919682694231, 0.24702242509375]
[3, 1, 23, 1.2656016172547606, 0.24702242509375]
[3, 1, 24, 1.2721381658611615, 0.24702242509375]
[3, 1, 25, 1.266525003742121, 0.24702242509375]
[3, 1, 26, 1.2707239606484368, 0.24702242509375]
[3, 1, 27, 1.2676085486317121, 0.24702242509375]
[3, 1, 28, 1.2660422430320597, 0.24702242509375]
[3, 1, 29, 1.2648447380895806, 0.24702242509375]
[3, 1, 30, 1.2680410730002891, 0.24702242509375]
[3, 1, 31, 1.2631907048973112, 0.24702242509375]
[3, 1, 32, 1.2702338456542834, 0.24702242509375]
[3, 1, 33, 1.2737387956595119, 0.24702242509375]
[3, 1, 34, 1.2663608968087343, 0.24702242509375]
[3, 1, 35, 1.2715216510292899, 0.24702242509375]
[3, 1, 36, 1.2658072098740045, 0.24702242509375]
[3, 1, 37, 1.2766767256860194, 0.24
