[0, 1, 1, 1.1488772406435532, 0.24925]
[0, 1, 2, 1.2482785226087214, 0.24925]
[0, 1, 3, 1.2069141932573704, 0.24925]
[0, 1, 4, 1.2025938722575826, 0.24925]
[0, 1, 5, 1.2061344786636283, 0.24925]
[0, 1, 6, 1.2066142625922542, 0.24925]
[0, 1, 7, 1.2113960372276833, 0.24925]
[0, 1, 8, 1.2357500971763724, 0.24925]
[0, 1, 9, 1.278537050098981, 0.24925]
[0, 1, 10, 1.2391316792195437, 0.24925]
[0, 1, 11, 1.2489352990167788, 0.24925]
[0, 1, 12, 1.2796926696081585, 0.24925]
[0, 1, 13, 1.2783501117149274, 0.24925]
[0, 1, 14, 1.2757963190360204, 0.24925]
[0, 1, 15, 1.281032650550824, 0.24925]
[0, 1, 16, 1.2765413761851658, 0.24925]
[0, 1, 17, 1.2793207274192153, 0.24925]
[0, 1, 18, 1.2843199176624955, 0.24925]
[0, 1, 19, 1.2823927107176509, 0.24925]
[0, 1, 20, 1.2795894800055552, 0.24925]
[0, 1, 21, 1.2782463332640732, 0.24925]
[0, 1, 22, 1.2794636546667646, 0.24925]
[0, 1, 23, 1.2833342840661448, 0.24925]
[0, 1, 24, 1.2804905736264967, 0.24925]
[0, 1, 25, 1.2778614825529937, 0.24925]
[0, 1, 26, 1.276589664681921, 0.24925]
[0, 1, 27, 1.2802748065624738, 0.24925]
[0, 1, 28, 1.2774432500066124, 0.24925]
[0, 1, 29, 1.2808859638456607, 0.24925]
[0, 1, 30, 1.2824651155583131, 0.24925]
[0, 1, 31, 1.2820309307537481, 0.24925]
[0, 1, 32, 1.2803610149725824, 0.24925]
[0, 1, 33, 1.2809245465166774, 0.24925]
[0, 1, 34, 1.2793876948568892, 0.24925]
[0, 1, 35, 1.2789464155234906, 0.24925]
[0, 1, 36, 1.2766557396233997, 0.24925]
[0, 1, 37, 1.2788361296400175, 0.24925]
[0, 1, 38, 1.2823964841479119, 0.24925]
[0, 1, 39, 1.2784344862208723, 0.24925]
[0, 1, 40, 1.2749251101579051, 0.24925]
[0, 1, 41, 1.2749172144571861, 0.24925]
[0, 1, 42, 1.2795666515310149, 0.24925]
[0, 1, 43, 1.2773783521237081, 0.24925]
[0, 1, 44, 1.2801132976769525, 0.24925]
[0, 1, 45, 1.2821914268037076, 0.24925]
[0, 1, 46, 1.2758135137504931, 0.24925]
[0, 1, 47, 1.2751955698285913, 0.24925]
[0, 1, 48, 1.2780254434865757, 0.24925]
[0, 1, 49, 1.276484120577507, 0.24925]
[0, 1, 50, 1.2813648130840862, 0.24925]
[1, 1, 1, 1.048844343870607, 0.24850375]
[1, 1, 2, 1.0514742090574281, 0.24850375]
[1, 1, 3, 1.043894003864198, 0.24850375]
[1, 1, 4, 1.0643236788580983, 0.24850375]
[1, 1, 5, 1.1905667695691313, 0.24850375]
[1, 1, 6, 1.4947879819977772, 0.24850375]
[1, 1, 7, 1.4837728084891939, 0.24850375]
[1, 1, 8, 1.48983146633208, 0.24850375]
[1, 1, 9, 1.4891292059165846, 0.24850375]
[1, 1, 10, 1.4902425085346001, 0.24850375]
[1, 1, 11, 1.4917755486488122, 0.24850375]
[1, 1, 12, 1.4884016654146515, 0.24850375]
[1, 1, 13, 1.4823657158011263, 0.24850375]
[1, 1, 14, 1.4492244873892037, 0.24850375]
[1, 1, 15, 1.4753717641276911, 0.24850375]
[1, 1, 16, 1.4970920101987684, 0.24850375]
[1, 1, 17, 1.5065871863555027, 0.24850375]
[1, 1, 18, 1.5087277096020113, 0.24850375]
[1, 1, 19, 1.4970950425976142, 0.24850375]
[1, 1, 20, 1.5099403096559356, 0.24850375]
[1, 1, 21, 1.5064432216395585, 0.24850375]
[1, 1, 22, 1.5037346747347955, 0.24850375]
[1, 1, 23, 1.5147913957005494, 0.24850375]
[1, 1, 24, 1.506515074243677, 0.24850375]
[1, 1, 25, 1.4954876550970917, 0.24850375]
[1, 1, 26, 1.5020122189166676, 0.24850375]
[1, 1, 27, 1.5054935084376968, 0.24850375]
[1, 1, 28, 1.504389006995436, 0.24850375]
[1, 1, 29, 1.4985479556122723, 0.24850375]
[1, 1, 30, 1.5107469728385756, 0.24850375]
[1, 1, 31, 1.5033237360229847, 0.24850375]
[1, 1, 32, 1.5102533400792824, 0.24850375]
[1, 1, 33, 1.5074340831081385, 0.24850375]
[1, 1, 34, 1.4989819839029588, 0.24850375]
[1, 1, 35, 1.502231035229382, 0.24850375]
[1, 1, 36, 1.5067835559510099, 0.24850375]
[1, 1, 37, 1.5080132313654426, 0.24850375]
[1, 1, 38, 1.5086704405501816, 0.24850375]
[1, 1, 39, 1.5058850198794458, 0.24850375]
[1, 1, 40, 1.5084828771087648, 0.24850375]
[1, 1, 41, 1.5047861677094994, 0.24850375]
[1, 1, 42, 1.5067300397143601, 0.24850375]
[1, 1, 43, 1.5041697794295925, 0.24850375]
[1, 1, 44, 1.5037082063057727, 0.24850375]
[1, 1, 45, 1.5085559969191495, 0.24850375]
[1, 1, 46, 1.502781598247493, 0.24850375]
[1, 1, 47, 1.5035926256462417, 0.24850375]
[1, 1, 48, 1.4952287634543406, 0.24850375]
[1, 1, 49, 1.5136285120862192, 0.24850375]
[1, 1, 50, 1.5026362117761651, 0.24850375]
[2, 1, 1, 1.3403648803402142, 0.24776123125]
[2, 1, 2, 1.3532360916352948, 0.24776123125]
[2, 1, 3, 1.3581238736850816, 0.24776123125]
[2, 1, 4, 1.3393930768100415, 0.24776123125]
[2, 1, 5, 1.3525079456229028, 0.24776123125]
[2, 1, 6, 1.3508145371059475, 0.24776123125]
[2, 1, 7, 1.3442725014958834, 0.24776123125]
[2, 1, 8, 1.3445351000129782, 0.24776123125]
[2, 1, 9, 1.3422115945481778, 0.24776123125]
[2, 1, 10, 1.3435140970153903, 0.24776123125]
[2, 1, 11, 1.3382161055935204, 0.24776123125]
[2, 1, 12, 1.3487475458633871, 0.24776123125]
[2, 1, 13, 1.3504624653870312, 0.24776123125]
[2, 1, 14, 1.3421912783559353, 0.24776123125]
[2, 1, 15, 1.3454719041161007, 0.24776123125]
[2, 1, 16, 1.3437474594084444, 0.24776123125]
[2, 1, 17, 1.348088967881151, 0.24776123125]
[2, 1, 18, 1.3474801690933338, 0.24776123125]
[2, 1, 19, 1.3450940315438042, 0.24776123125]
[2, 1, 20, 1.3553489177322491, 0.24776123125]
[2, 1, 21, 1.3521256043529757, 0.24776123125]
[2, 1, 22, 1.3520262507980532, 0.24776123125]
[2, 1, 23, 1.3595391567748576, 0.24776123125]
[2, 1, 24, 1.3443429051064799, 0.24776123125]
[2, 1, 25, 1.3326178793835486, 0.24776123125]
[2, 1, 26, 1.3445259552924991, 0.24776123125]
[2, 1, 27, 1.3373316643511819, 0.24776123125]
[2, 1, 28, 1.3310910778934002, 0.24776123125]
[2, 1, 29, 1.3310338667052934, 0.24776123125]
[2, 1, 30, 1.3403603343694241, 0.24776123125]
